source_dataset,source_split,sample_id,label_source,text,audio_path,image_path,depression,anxiety,stress,sleep_disorder,burnout,loneliness,substance_abuse
MELD,train,meld-train-dia255-utt4,meld_emotion_sentiment_keyword_proxy,"Well, that's different. My lie didn't make one of us a felon in 48 states. What were you thinking?",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia351-utt3,meld_emotion_sentiment_keyword_proxy,You did!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia833-utt3,meld_emotion_sentiment_keyword_proxy,I mean everyone will leave!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia863-utt4,meld_emotion_sentiment_keyword_proxy,That's a good one!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia996-utt13,meld_emotion_sentiment_keyword_proxy,So what are you saying? It’s now or never?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia340-utt0,meld_emotion_sentiment_keyword_proxy,Let me see that.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-01-01-05-01-01-01-04,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 01 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-05-01-01-01-04.jpg,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,train,meld-train-dia858-utt1,meld_emotion_sentiment_keyword_proxy,They’re not a couple!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia604-utt6,meld_emotion_sentiment_keyword_proxy,‘Cause you’re still into Monica.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia64-utt1,meld_emotion_sentiment_keyword_proxy,Well then we still have a problem.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia185-utt5,meld_emotion_sentiment_keyword_proxy,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia546-utt8,meld_emotion_sentiment_keyword_proxy,"Okay, d'y'see anybody you think could be me?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia510-utt1,meld_emotion_sentiment_keyword_proxy,That's funny. Who are they?,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RAVDESS,full,ravdess-03-01-07-02-01-02-13,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 13,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_13\03-01-07-02-01-02-13.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia529-utt1,meld_emotion_sentiment_keyword_proxy,So that’s the only reason she could be here huh?,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia95-utt7,meld_emotion_sentiment_keyword_proxy,What are you talking about?!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia232-utt13,meld_emotion_sentiment_keyword_proxy,Did you go home and change?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-07-01-01-01-19,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 19,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_19\03-01-07-01-01-01-19.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-03-01-06-01-01-02-07,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 07,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_07\03-01-06-01-01-02-07.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia168-utt11,meld_emotion_sentiment_keyword_proxy,"There was a ring, in a box, on my nightstand, after you left, it was gone!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia672-utt12,meld_emotion_sentiment_keyword_proxy,"Look, y'know what, either it does or it doesn’t, and if you have to even",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia74-utt5,meld_emotion_sentiment_keyword_proxy,Jason is not a sissy!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia554-utt1,meld_emotion_sentiment_keyword_proxy,Is someone there?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,dev,meld-dev-dia19-utt13,meld_emotion_sentiment_keyword_proxy,Who am I?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia772-utt1,meld_emotion_sentiment_keyword_proxy,Not so fast Wesley!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia279-utt10,meld_emotion_sentiment_keyword_proxy,"Yeah, fade the accent out and people will think you’re, y’know, that you’re adjusting to life in America.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia436-utt2,meld_emotion_sentiment_keyword_proxy,Get out of the way jackass!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-02-02-02-21,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 21,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_21\03-01-06-02-02-02-21.wav,,0.32,0.97,0.85,0.6,0.27,0.12,0.66
MELD,train,meld-train-dia953-utt6,meld_emotion_sentiment_keyword_proxy,"No, Mike, I don't want to kill him!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-07-01-02-02-03,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 03,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-07-01-02-02-03.jpg,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia623-utt15,meld_emotion_sentiment_keyword_proxy,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-07-02-01-01-01,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 01,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_01\03-01-07-02-01-01-01.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
RAVDESS,full,ravdess-03-01-05-01-01-02-17,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 02 actor 17,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_17\03-01-05-01-01-02-17.wav,,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,test,meld-test-dia124-utt5,meld_emotion_sentiment_keyword_proxy,"Okay, good-bye. Good-bye.",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia876-utt2,meld_emotion_sentiment_keyword_proxy,"Oh. Oh, did-did-did I wake you?",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia722-utt1,meld_emotion_sentiment_keyword_proxy,Much,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia996-utt9,meld_emotion_sentiment_keyword_proxy,We have no choice!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia6-utt9,meld_emotion_sentiment_keyword_proxy,You fell asleep!!,,,0.34,0.52,0.9,0.6308,0.71,0.23,0.55
MELD,train,meld-train-dia1005-utt13,meld_emotion_sentiment_keyword_proxy,"Oh, so you're saying you'd choose convenience over health?!",,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
MELD,train,meld-train-dia811-utt7,meld_emotion_sentiment_keyword_proxy,"So I got your car, it’s right outside.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-01-01-07-01-01-01-01,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\01-01-07-01-01-01-01.jpg,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia833-utt5,meld_emotion_sentiment_keyword_proxy,It’s not even a song!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia34-utt1,meld_emotion_sentiment_keyword_proxy,"I'm-I'm really warm, so I'm going to be taking off my sweater.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia1025-utt5,meld_emotion_sentiment_keyword_proxy,And that they’re going to be drinking alot!,,,0.34,0.52,0.9,0.38,0.71,0.23,1.0
MELD,train,meld-train-dia808-utt3,meld_emotion_sentiment_keyword_proxy,Paris?,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia332-utt7,meld_emotion_sentiment_keyword_proxy,"No, I mean it. There are so few genuinely nice guys out there.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia196-utt14,meld_emotion_sentiment_keyword_proxy,What the hell!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia188-utt4,meld_emotion_sentiment_keyword_proxy,"Oh sure I am, because you always have to be right.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-02-01-04-02-01-02-01,ravdess_emotion_intensity_proxy,RAVDESS sad speech clip statement 01 repetition 02 actor 01,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-04-02-01-02-01.jpg,0.8,0.33,0.39,0.64,0.39,0.7,0.34
MELD,test,meld-test-dia120-utt6,meld_emotion_sentiment_keyword_proxy,Obviously!,,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
MELD,train,meld-train-dia153-utt10,meld_emotion_sentiment_keyword_proxy,You’re disturbing my oboe practice.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia25-utt4,meld_emotion_sentiment_keyword_proxy,Ow!!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia739-utt2,meld_emotion_sentiment_keyword_proxy,We have to do something with it.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.3833
RAVDESS,full,ravdess-03-01-07-02-01-01-21,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 21,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_21\03-01-07-02-01-01-21.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia304-utt10,meld_emotion_sentiment_keyword_proxy,"Build the unit Cinderelly, lay the tile Cinderelly.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia102-utt6,meld_emotion_sentiment_keyword_proxy,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-01-01-01-22,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 01 actor 22,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_22\03-01-06-01-01-01-22.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,train,meld-train-dia758-utt2,meld_emotion_sentiment_keyword_proxy,She broke my arm.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-01-02-01-05,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 05,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_05\03-01-07-01-02-01-05.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
MELD,train,meld-train-dia405-utt1,meld_emotion_sentiment_keyword_proxy,I can't take it anymore.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia296-utt20,meld_emotion_sentiment_keyword_proxy,"So, how ya doin?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia521-utt3,meld_emotion_sentiment_keyword_proxy,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia366-utt5,meld_emotion_sentiment_keyword_proxy,"Oh, my god, I'm so sorry. Are you ok?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia99-utt11,meld_emotion_sentiment_keyword_proxy,Shrill?! The wedding is back on!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1022-utt10,meld_emotion_sentiment_keyword_proxy,"Joey, what-what are you doing going into my bedroom?!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia277-utt5,meld_emotion_sentiment_keyword_proxy,"Understood. So, what’d you say back then?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-05-01-01-02-14,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 01 repetition 02 actor 14,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_14\03-01-05-01-01-02-14.wav,,0.26,0.4,0.84,0.22,0.64,0.12,0.5
MELD,train,meld-train-dia66-utt11,meld_emotion_sentiment_keyword_proxy,What? I’m just said.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia875-utt4,meld_emotion_sentiment_keyword_proxy,We're switching rooms again.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia109-utt15,meld_emotion_sentiment_keyword_proxy,No!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia0-utt10,meld_emotion_sentiment_keyword_proxy,No don’t I beg of you!,,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia184-utt21,meld_emotion_sentiment_keyword_proxy,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia955-utt3,meld_emotion_sentiment_keyword_proxy,"I said, ""No!""",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia809-utt10,meld_emotion_sentiment_keyword_proxy,Oh yes!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia154-utt15,meld_emotion_sentiment_keyword_proxy,Together? Like-like to people?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-06-01-01-02-18,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 18,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_18\03-01-06-01-01-02-18.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia168-utt17,meld_emotion_sentiment_keyword_proxy,"I make $1,600 a week doing what I do; any of you guys make that?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia338-utt10,meld_emotion_sentiment_keyword_proxy,"So, have you kids eaten yet?",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia383-utt4,meld_emotion_sentiment_keyword_proxy,"Joey. Joey, something feels weird and not good weird. I don’t—Whoa!!",,,0.4,0.98,0.86,0.58,0.33,0.21,0.76
MELD,train,meld-train-dia783-utt3,meld_emotion_sentiment_keyword_proxy,"You should know, that we’re doing this for Frank and Alice, who you know, you’ve been there!",,,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RAVDESS,full,ravdess-03-01-07-01-01-01-15,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 15,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_15\03-01-07-01-01-01-15.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-03-01-02-02-02-02-12,ravdess_emotion_intensity_proxy,RAVDESS calm speech clip statement 02 repetition 02 actor 12,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_12\03-01-02-02-02-02-12.wav,,0.08,0.11,0.11,0.18,0.11,0.06,0.3
MELD,train,meld-train-dia374-utt7,meld_emotion_sentiment_keyword_proxy,You already got the first class tickets.. you got the lounge!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia1035-utt2,meld_emotion_sentiment_keyword_proxy,I can’t believe you’re not picking me.,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia365-utt9,meld_emotion_sentiment_keyword_proxy,Uh... I don't know.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,train,meld-train-dia332-utt11,meld_emotion_sentiment_keyword_proxy,Wait a minute!,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia234-utt10,meld_emotion_sentiment_keyword_proxy,Is that why you became a chef? So that people would like you?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia549-utt2,meld_emotion_sentiment_keyword_proxy,"Oh that’s too bad. I’ve kinda been saving up.  Uh, are you sure there’s no studies I can participate in?",,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia479-utt9,meld_emotion_sentiment_keyword_proxy,The nerve huh?,,,0.3,0.38,0.66,0.3,0.49,0.17,0.33
RAVDESS,full,ravdess-03-01-07-02-02-02-08,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 02 actor 08,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_08\03-01-07-02-02-02-08.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,test,meld-test-dia100-utt6,meld_emotion_sentiment_keyword_proxy,I didn’t mean to scare you.,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,test,meld-test-dia169-utt22,meld_emotion_sentiment_keyword_proxy,People have got to finish their stories!,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia431-utt13,meld_emotion_sentiment_keyword_proxy,"""Well, it's right by my house, all right!""",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia17-utt13,meld_emotion_sentiment_keyword_proxy,"Ross, tonight was about the two of you getting along.  Oh, would you just see my chiropractor, already.",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-07-01-01-02-06,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 06,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_06\03-01-07-01-01-02-06.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
RAVDESS,full,ravdess-03-01-08-02-02-01-16,ravdess_emotion_intensity_proxy,RAVDESS surprised speech clip statement 02 repetition 01 actor 16,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_16\03-01-08-02-02-01-16.wav,,0.12,0.49,0.43,0.26,0.17,0.08,0.31
MELD,train,meld-train-dia828-utt6,meld_emotion_sentiment_keyword_proxy,"No suds, no save. Ok?",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,test,meld-test-dia137-utt9,meld_emotion_sentiment_keyword_proxy,"Oh really? Uh, Monica said she had a date at 9:00.",,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
RAVDESS,full,ravdess-03-01-05-02-02-01-07,ravdess_emotion_intensity_proxy,RAVDESS angry speech clip statement 02 repetition 01 actor 07,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_07\03-01-05-02-02-01-07.wav,,0.26,0.45,0.89,0.34,0.69,0.12,0.76
MELD,train,meld-train-dia544-utt5,meld_emotion_sentiment_keyword_proxy,"Oh! Oh, I love that but.",,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,train,meld-train-dia203-utt5,meld_emotion_sentiment_keyword_proxy,A dreamless sleep.,,,0.16,0.12,0.12,0.355,0.1,0.1,0.05
RAVDESS,full,ravdess-03-01-07-02-01-01-16,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 01 actor 16,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_16\03-01-07-02-01-01-16.wav,,0.22,0.33,0.59,0.3,0.45,0.1,0.76
MELD,train,meld-train-dia195-utt16,meld_emotion_sentiment_keyword_proxy,"Okay, hold my crawler.",,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia113-utt10,meld_emotion_sentiment_keyword_proxy,What? Oh my God! I’m gonna miss you so much!,,,0.88,0.4,0.48,0.62,0.43,0.77,0.25
MELD,train,meld-train-dia869-utt1,meld_emotion_sentiment_keyword_proxy,Why?! How?! How is he a genius?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia446-utt15,meld_emotion_sentiment_keyword_proxy,"Look, is there something wrong with me?",,,0.88,0.4,0.48,0.62,0.43,0.77,0.6
RAVDESS,full,ravdess-03-01-06-01-02-02-05,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 02 repetition 02 actor 05,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_05\03-01-06-01-02-02-05.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
MELD,test,meld-test-dia161-utt11,meld_emotion_sentiment_keyword_proxy,Ahhhh!!,,,0.06,0.37,0.3,0.08,0.08,0.03,0.01
MELD,test,meld-test-dia17-utt16,meld_emotion_sentiment_keyword_proxy,"I’m, I’m freaking out!",,,0.4,0.98,0.86,0.58,0.33,0.21,0.41
MELD,train,meld-train-dia1013-utt1,meld_emotion_sentiment_keyword_proxy,"Well, they’re just gonna have to wait aren’t they? I’ve only got two hands!!",,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
MELD,train,meld-train-dia884-utt10,meld_emotion_sentiment_keyword_proxy,Yeah. Why are you getting so upset?,,,0.2,0.5,0.44,0.26,0.17,0.13,0.21
MELD,train,meld-train-dia705-utt4,meld_emotion_sentiment_keyword_proxy,Ohh.,,,0.16,0.12,0.12,0.1,0.1,0.1,0.05
MELD,dev,meld-dev-dia17-utt1,meld_emotion_sentiment_keyword_proxy,Maybe because you’ve got the keys?,,,0.34,0.52,0.9,0.38,0.71,0.23,0.55
RAVDESS,full,ravdess-03-01-06-01-01-02-11,ravdess_emotion_intensity_proxy,RAVDESS fearful speech clip statement 01 repetition 02 actor 11,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_11\03-01-06-01-01-02-11.wav,,0.32,0.92,0.8,0.48,0.22,0.12,0.4
RAVDESS,full,ravdess-02-01-07-02-02-01-04,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 02 repetition 01 actor 04,,D:\Project\Rural Mental Heath Screening AI\data\ravdess_frames\02-01-07-02-02-01-04.jpg,0.22,0.33,0.59,0.3,0.45,0.1,0.76
RAVDESS,full,ravdess-03-01-07-01-01-02-05,ravdess_emotion_intensity_proxy,RAVDESS disgust speech clip statement 01 repetition 02 actor 05,D:\Project\Rural Mental Heath Screening AI\data\public_datasets\RAVDESS\extracted\audio_speech\Actor_05\03-01-07-01-01-02-05.wav,,0.22,0.28,0.54,0.18,0.4,0.1,0.5
